,Year,week,ILI_weeks,a_influenza,acute_bronchitis,body_temperature,braun_thermoscan,break_a_fever,bronchitis,chest_cold,cold_and_flu,cold_or_flu,cold_versus_flu,cold_vs_flu,contagious_flu,cough_fever,cure_flu,cure_the_flu,dangerous_fever,do_i_have_the_flu,ear_thermometer,early_flu_symptoms,expectorant,exposed_to_flu,fever_cough,fever_flu,fever_reducer,fight_the_flu,flu_and_cold,flu_and_fever,flu_care,flu_children,flu_complications,flu_contagious_period,flu_contagious,flu_cough,flu_duration,flu_fever,flu_germs,flu_headache,flu_how_long,flu_in_children,flu_incubation_period,flu_incubation,flu_lasts,flu_length,flu_medicine,flu_or_cold,flu_recovery,flu_relief,flu_remedies,flu_remedy,flu_report,flu_reports,flu_symptoms,flu_test,flu_treatment,flu_treatments,flu_versus_cold,flu_vs_cold,get_over_the_flu,get_rid_of_the_flu,having_the_flu,high_fever,how_long_contagious,how_long_does_flu_last,how_long_does_the_flu_last,how_long_flu,how_long_is_flu_contagious,how_long_is_the_flu_contagious,how_long_is_the_flu,how_to_get_rid_of_the_flu,how_to_treat_flu,how_to_treat_the_flu,human_temperature,i_have_the_flu,incubation_period_for_flu,incubation_period_for_the_flu,influenza_a_and_b,influenza_a,influenza_contagious,influenza_incubation_period,influenza_incubation,influenza_symptoms,influenza_treatment,influenza_type_a,is_flu_contagious,low_body,medicine_for_flu,medicine_for_the_flu,normal_body_temperature,normal_body,oscillococcinum,over_the_counter_flu_medicine,over_the_counter_flu,painful_cough,pneumonia,rapid_flu,reduce_a_fever,reduce_fever,remedies_for_flu,remedies_for_the_flu,respiratory_flu,robitussin,signs_of_flu,signs_of_the_flu,sinus_infections,sinus,strep_throat,strep,symptoms_of_bronchitis,symptoms_of_flu,symptoms_of_influenza,symptoms_of_pneumonia,symptoms_of_the_flu,taking_temperature,tessalon,the_flu_virus,the_flu,thermoscan,treat_flu,treat_the_flu,treating_flu,treating_the_flu,treatment_for_flu,treatment_for_the_flu,tussin,tussionex,type_a_influenza,upper_respiratory,walking_pneumonia,what_to_do_if_you_have_the_flu,Flu_Visit_Count,ILI_Visit_Count,Unspecified,CDC_Unweighted_ILI,ILI_lagwk1,ILI_lagwk2,ILI_lagwk3,ILI_lagwk4
414,2011,52,WK_52,3,34,52,39,25,51,50,25,25,12,14,13,29,4,6,34,13,51,14,51,9,29,13,39,10,25,18,5,5,2,7,13,13,13,13,13,14,13,5,3,3,15,2,14,25,4,19,22,17,2,1,3,3,7,5,12,14,10,21,17,44,30,15,13,13,11,9,11,26,20,23,49,14,5,7,5,3,4,2,3,8,10,3,12,58,18,15,47,53,36,18,11,26,64,6,34,35,23,17,4,55,5,7,31,69,76,75,50,2,9,46,5,41,47,6,5,43,14,17,6,12,8,15,53,41,3,50,70,8,0.00088,0.00447,0.01176,2.12413,1.76709,1.5434,1.64762,1.6843
415,2012,1,WK_1,4,47,61,37,29,58,58,33,23,11,19,11,31,4,7,38,14,54,11,62,6,31,14,44,11,33,20,6,4,3,4,11,15,13,14,19,24,13,4,2,2,14,5,16,23,11,36,19,19,3,2,3,2,8,4,11,19,16,21,17,51,25,16,12,13,9,8,9,23,20,13,53,15,3,2,6,4,3,3,4,9,12,3,12,70,18,15,48,57,37,18,19,30,74,6,42,36,22,13,6,73,6,9,37,80,72,73,54,2,9,56,5,50,54,8,5,35,14,20,11,15,9,17,63,50,3,59,80,10,0.00087,0.004,0.01084,1.76709,1.5434,1.64762,1.6843,1.86354
416,2012,2,WK_2,4,48,62,33,34,55,46,24,18,8,14,9,27,3,5,31,9,59,7,67,7,28,14,41,6,24,20,5,4,3,4,9,13,11,14,14,19,11,5,2,2,27,4,10,18,7,16,15,17,2,1,3,3,8,5,8,14,15,23,21,44,26,15,11,11,9,8,10,22,17,15,55,13,4,10,5,4,2,3,3,10,16,5,10,74,16,14,52,64,32,17,10,27,70,1,48,36,15,13,5,59,5,7,33,76,70,71,53,2,11,50,4,36,49,6,4,35,15,20,14,14,8,14,46,39,5,59,75,6,0.00084,0.00384,0.01031,1.5434,1.64762,1.6843,1.86354,1.86408
417,2012,3,WK_3,5,37,65,29,28,48,46,26,19,4,14,9,31,3,5,32,8,66,8,51,7,31,13,43,5,26,20,4,4,4,3,9,10,9,13,13,16,11,4,3,2,12,4,12,19,6,26,18,16,2,1,3,2,7,5,4,14,8,24,11,54,23,14,11,11,7,6,10,19,14,18,57,13,3,5,4,5,3,5,5,9,9,3,8,74,20,17,52,67,27,11,12,22,65,4,48,42,22,13,5,61,5,7,28,72,70,71,48,2,8,47,4,45,46,7,4,33,12,13,9,18,7,15,46,41,3,51,69,4,0.00099,0.0042,0.0108,1.64762,1.6843,1.86354,1.86408,2.01839
418,2012,4,WK_4,7,49,72,52,30,51,44,24,22,12,13,9,36,3,6,34,12,65,7,52,8,36,16,54,12,24,21,4,3,2,4,9,12,8,16,11,18,10,4,3,2,16,4,11,22,7,18,19,10,2,2,3,3,7,6,12,13,19,15,15,56,25,12,11,10,6,4,8,18,13,11,68,12,1,4,7,7,3,3,2,10,13,5,8,80,14,8,55,70,26,10,8,29,67,6,44,39,15,11,6,61,4,6,32,75,74,76,48,2,12,51,5,44,48,7,4,41,10,16,9,12,7,9,45,40,5,55,63,8,0.00117,0.00486,0.01222,1.6843,1.86354,1.86408,2.01839,2.10385
419,2012,5,WK_5,9,48,72,43,29,49,43,25,17,7,16,8,36,4,7,35,10,57,9,53,7,36,14,46,8,25,21,6,3,2,3,8,12,5,14,8,17,11,5,3,2,16,4,15,17,5,19,20,12,1,2,3,2,5,3,7,16,16,24,18,51,28,14,11,11,8,6,9,27,14,14,65,15,2,5,5,9,3,5,5,12,17,8,7,75,18,12,60,76,25,13,10,25,71,4,38,35,17,15,9,54,5,9,31,78,79,81,51,2,14,54,5,49,48,8,4,36,12,13,8,10,5,11,47,42,8,63,72,6,0.00137,0.00515,0.01263,1.86354,1.86408,2.01839,2.10385,2.09555
420,2012,6,WK_6,10,50,68,32,28,53,51,25,18,10,14,9,38,4,6,39,8,55,8,57,4,38,14,45,8,25,17,5,3,4,3,9,13,8,14,9,18,11,4,2,2,22,5,13,18,9,24,19,20,1,1,3,3,7,4,10,14,13,21,16,59,26,14,15,11,6,6,8,17,15,15,68,14,2,3,9,10,6,3,6,15,20,14,8,82,19,14,55,70,25,15,9,23,70,7,51,44,21,13,11,50,5,7,34,79,81,85,52,2,14,51,5,45,47,7,4,34,13,17,7,9,8,14,43,38,14,58,69,8,0.00177,0.00556,0.0131,1.86408,2.01839,2.10385,2.09555,2.10398
421,2012,7,WK_7,11,54,70,40,35,55,51,26,20,8,16,10,40,4,6,45,9,62,11,59,8,40,16,45,13,26,23,6,4,3,8,10,15,11,16,8,24,13,4,3,2,17,6,17,20,8,25,23,16,3,1,3,4,7,7,8,16,20,25,21,56,30,17,15,13,7,7,11,28,16,13,74,18,3,5,13,11,4,8,6,15,23,15,10,75,18,17,56,70,28,16,13,44,73,5,50,45,19,17,7,50,6,9,39,79,82,82,58,2,15,55,5,44,46,7,5,38,13,16,10,10,7,10,50,43,15,62,73,9,0.0027,0.00679,0.01445,2.01839,2.10385,2.09555,2.10398,2.2941
422,2012,8,WK_8,14,48,69,35,40,55,47,27,23,5,13,12,45,4,7,36,13,58,13,58,9,45,19,59,7,27,28,6,4,2,6,12,17,13,19,10,24,14,4,3,2,18,8,13,23,7,23,25,19,3,1,3,3,7,6,5,13,17,22,19,62,29,19,15,14,7,8,11,24,16,18,60,17,4,8,20,14,7,10,9,18,20,24,10,77,21,19,50,71,26,9,11,34,74,4,59,49,24,17,9,50,5,10,38,82,82,84,53,2,16,55,5,40,46,9,5,44,14,18,14,17,6,22,44,38,24,65,69,20,0.0035,0.00766,0.01532,2.10385,2.09555,2.10398,2.2941,1.92223
423,2012,9,WK_9,17,50,68,37,37,55,47,22,21,8,13,12,43,4,10,51,14,53,8,51,7,43,17,38,12,22,27,6,5,5,4,12,17,10,17,13,24,14,5,3,2,19,6,14,21,12,20,20,14,2,2,3,3,8,1,8,13,15,23,20,61,29,20,15,14,9,9,13,21,19,15,64,18,6,5,16,17,6,7,6,19,30,17,11,80,21,20,55,72,26,11,9,40,71,7,47,48,17,11,8,48,6,9,34,78,79,83,52,2,20,56,5,40,39,9,5,34,16,16,7,10,9,14,44,40,17,58,70,13,0.004,0.00775,0.01538,2.09555,2.10398,2.2941,1.92223,1.74239
424,2012,10,WK_10,22,54,67,33,51,54,42,23,17,13,13,12,41,4,7,57,11,66,6,53,11,41,18,50,10,23,27,7,4,4,6,11,14,12,18,11,20,13,5,2,2,13,7,12,17,11,30,22,15,4,2,3,3,7,3,13,13,23,25,20,66,29,17,15,13,10,10,11,24,20,23,72,15,4,4,18,22,9,16,15,23,20,23,11,80,19,16,57,69,25,15,14,38,70,10,59,45,17,18,7,42,5,7,34,74,81,82,45,2,18,51,4,53,48,7,5,33,16,23,9,8,8,15,40,40,23,62,68,13,0.00458,0.00872,0.01669,2.10398,2.2941,1.92223,1.74239,1.67601
425,2012,11,WK_11,21,44,61,32,48,51,44,22,17,13,11,11,44,3,7,56,10,50,9,47,7,44,19,57,12,22,30,6,4,5,9,11,15,11,19,11,18,15,6,3,2,16,5,15,17,5,29,21,17,3,0,3,3,7,3,13,11,15,24,14,75,27,16,15,15,10,11,13,25,18,17,60,17,5,8,22,21,9,9,9,25,28,33,12,66,15,15,51,67,22,16,8,31,67,6,57,58,23,14,7,42,5,8,28,68,76,79,49,2,24,48,4,33,44,7,4,29,14,14,10,9,7,11,34,34,33,57,64,10,0.00491,0.00922,0.01677,2.2941,1.92223,1.74239,1.67601,1.49637
426,2012,12,WK_12,18,38,62,21,42,46,33,16,17,10,11,8,38,4,6,36,8,50,7,42,10,38,16,59,6,16,24,4,3,3,5,8,15,9,16,4,20,11,3,2,2,16,3,10,17,6,18,15,12,1,0,2,3,5,7,10,11,15,16,16,65,23,13,12,11,7,6,10,18,12,14,57,15,4,7,19,18,7,9,8,18,29,21,9,72,15,14,50,68,21,7,5,36,62,4,63,45,18,8,7,38,4,7,24,66,73,75,39,2,19,43,4,43,45,7,4,32,12,13,4,5,6,10,40,31,21,52,56,11,0.00377,0.00757,0.01439,1.92223,1.74239,1.67601,1.49637,1.38202
427,2012,13,WK_13,14,45,62,28,33,42,35,17,12,5,10,8,35,3,4,43,8,44,7,47,4,35,13,41,5,17,22,5,3,5,3,8,12,5,13,7,13,9,4,2,2,12,4,12,12,8,16,14,11,2,1,2,2,5,3,5,10,16,15,10,61,20,12,9,9,6,4,7,12,12,13,71,12,3,4,17,14,10,6,6,18,23,18,7,68,16,11,54,69,15,10,7,32,58,7,42,41,15,12,8,37,4,5,27,63,69,72,46,2,20,43,4,31,39,6,3,31,10,11,10,13,4,9,37,38,18,50,51,7,0.00275,0.00617,0.01285,1.74239,1.67601,1.49637,1.38202,1.28926
428,2012,14,WK_14,10,41,60,22,31,41,34,16,15,5,8,7,33,2,4,37,6,50,8,41,5,33,12,46,7,16,19,4,3,3,3,7,12,9,12,7,14,8,3,2,1,7,5,9,15,5,13,12,7,2,0,2,3,5,4,5,8,10,14,12,54,22,10,8,8,5,5,7,18,10,9,61,10,2,5,10,10,5,8,4,13,18,12,5,69,9,11,43,62,19,7,6,31,55,2,44,43,12,9,4,36,3,4,27,61,68,70,40,1,12,36,3,36,38,6,3,27,8,11,4,7,5,6,34,31,12,54,51,17,0.00219,0.00581,0.01196,1.67601,1.49637,1.38202,1.28926,1.35803
429,2012,15,WK_15,11,41,64,20,26,47,34,16,14,5,8,6,34,2,3,37,7,40,7,38,7,34,12,42,12,16,19,3,2,2,4,6,12,6,12,8,15,8,3,2,2,8,4,9,14,4,21,14,10,2,1,2,2,4,3,5,8,11,12,9,58,21,11,8,8,4,4,7,17,13,10,67,10,2,4,11,11,5,7,4,14,22,14,6,75,14,12,48,70,18,6,6,37,57,7,54,37,14,8,4,40,3,4,29,66,72,75,37,2,14,37,3,43,41,6,3,25,8,9,4,6,3,8,43,34,14,53,51,4,0.00182,0.00527,0.01167,1.49637,1.38202,1.28926,1.35803,1.30833
430,2012,16,WK_16,10,39,64,24,29,46,32,17,10,9,8,5,32,3,4,45,5,41,3,51,7,32,11,41,7,17,11,3,3,2,2,5,10,6,11,6,12,8,3,1,1,8,3,10,10,6,19,11,9,1,1,2,2,6,5,9,8,12,17,11,61,20,10,10,8,4,4,8,19,10,6,69,11,2,2,15,10,5,5,4,12,16,12,5,73,14,11,52,71,12,13,8,32,55,5,49,35,12,5,6,37,3,4,23,63,72,72,40,2,16,37,3,40,39,6,3,25,8,13,6,10,6,13,31,33,12,56,49,6,0.00161,0.00488,0.01082,1.38202,1.28926,1.35803,1.30833,1.26692
431,2012,17,WK_17,8,37,65,32,29,43,34,13,11,4,7,5,28,2,4,44,4,45,6,39,4,28,11,35,7,13,18,3,2,2,3,5,9,4,11,5,14,7,3,1,1,12,1,8,11,7,21,12,10,1,1,2,2,4,4,4,7,8,11,11,57,21,9,7,7,4,4,7,15,7,9,70,8,1,2,6,8,4,4,4,11,15,17,5,69,11,13,52,67,17,8,8,31,52,3,35,32,14,15,4,35,3,5,22,60,73,75,39,2,15,33,3,41,35,5,3,36,8,9,6,15,5,8,36,28,17,48,46,6,0.00126,0.00424,0.01043,1.28926,1.35803,1.30833,1.26692,1.27731
432,2012,18,WK_18,8,35,64,18,37,40,28,12,10,8,7,5,26,2,3,33,6,36,4,37,5,26,9,38,7,12,12,3,2,1,2,5,9,5,9,3,9,6,3,1,1,8,3,8,10,8,16,10,10,1,1,1,3,4,2,8,7,12,10,13,56,21,8,6,6,3,3,6,7,7,5,65,8,1,2,9,8,4,4,3,9,15,10,5,69,10,8,48,62,13,9,7,29,49,6,47,36,11,6,3,34,2,4,25,59,71,72,38,1,14,31,3,37,38,5,2,21,7,6,3,7,5,9,32,34,10,46,43,6,0.00109,0.00405,0.01021,1.35803,1.30833,1.26692,1.27731,1.2991
433,2012,19,WK_19,6,32,58,18,25,39,29,13,9,6,7,4,30,2,3,36,5,37,5,33,4,30,10,32,5,13,18,3,2,2,1,4,11,5,10,5,7,6,2,1,1,8,3,7,9,6,7,10,8,1,1,1,1,4,3,6,7,8,8,9,55,19,9,8,6,3,3,4,9,10,8,60,9,1,8,6,6,4,5,4,9,20,10,4,68,10,10,45,63,12,8,4,18,47,1,43,38,12,8,3,28,3,3,23,58,75,76,33,1,10,33,2,42,33,4,2,25,7,10,5,9,4,8,37,30,10,46,43,8,0.00093,0.00413,0.01022,1.30833,1.26692,1.27731,1.2991,1.16297
434,2012,20,WK_20,6,34,58,23,36,38,27,13,8,3,4,4,29,2,4,36,5,36,7,36,5,29,9,33,4,13,13,3,2,2,1,4,9,4,9,4,13,6,2,1,1,7,6,6,8,7,12,9,8,0,1,1,2,3,3,3,4,5,10,12,60,22,8,5,6,4,2,5,12,6,4,66,7,2,4,2,6,2,5,2,7,18,8,4,63,9,9,46,61,11,10,5,24,46,4,51,34,8,9,4,30,2,4,23,59,74,76,36,1,10,29,3,42,34,4,2,28,6,7,3,5,3,6,32,26,8,42,45,11,0.00076,0.00392,0.01001,1.26692,1.27731,1.2991,1.16297,1.08612
454,2012,40,WK_40,6,34,69,34,29,46,50,22,17,7,15,7,29,3,5,34,7,43,12,42,6,29,15,34,6,22,18,15,6,4,3,7,12,8,15,9,22,11,6,1,1,11,7,12,17,10,20,13,14,1,1,2,4,5,5,7,15,7,14,17,56,21,12,8,11,4,4,6,14,10,8,86,15,1,2,6,6,3,2,5,9,16,5,5,72,15,15,50,72,25,12,10,33,60,5,36,32,12,7,9,42,5,7,24,64,61,66,44,2,13,38,4,41,40,8,5,31,9,11,9,6,5,14,37,35,5,57,54,8,0.00053,0.00299,0.00949,1.20559,1.31929,1.32737,1.36688,1.50535
455,2012,41,WK_41,6,43,63,31,30,48,48,27,17,9,13,6,29,2,4,36,10,51,10,46,7,29,16,24,7,27,23,16,8,5,4,6,17,7,16,8,24,11,7,1,1,13,6,16,17,7,25,17,13,3,2,3,4,5,5,9,13,8,14,14,49,19,11,10,11,4,2,6,13,13,10,74,18,2,6,9,6,2,1,3,9,14,3,6,67,18,8,47,71,21,16,9,37,60,6,35,32,17,11,11,41,5,9,27,64,60,63,46,2,12,39,4,38,44,7,6,30,12,13,6,9,5,17,36,32,3,57,53,10,0.0006,0.00305,0.00934,1.31929,1.32737,1.36688,1.50535,1.61273
456,2012,42,WK_42,6,45,68,30,23,49,42,25,18,8,13,6,32,3,6,40,13,52,9,43,9,32,19,40,8,25,27,11,7,7,3,6,15,8,19,6,26,10,7,1,1,7,6,15,18,5,26,15,18,3,1,3,4,5,5,8,13,12,21,18,54,22,12,9,10,4,3,8,22,14,11,77,18,2,3,7,6,3,5,4,9,14,6,6,74,18,20,48,70,19,9,10,26,62,8,41,35,18,15,8,40,6,10,26,62,62,65,45,2,10,41,5,37,36,9,6,24,10,14,8,11,5,13,41,34,6,58,61,5,0.00078,0.00336,0.00978,1.32737,1.36688,1.50535,1.61273,1.75208
457,2012,43,WK_43,6,51,64,32,23,47,42,25,16,9,13,6,32,3,5,36,11,47,7,45,8,32,17,39,12,25,27,11,7,5,3,6,17,6,17,11,28,11,7,2,1,11,4,14,16,8,23,17,12,2,1,3,4,6,6,9,13,15,13,20,53,21,12,11,11,4,4,7,15,9,8,74,17,2,4,11,6,3,2,2,9,17,8,7,65,17,9,46,66,20,7,6,27,61,4,36,32,20,16,4,39,6,11,24,61,63,66,43,2,10,41,5,40,41,7,5,30,8,7,7,7,6,16,39,35,8,55,60,8,0.00081,0.00334,0.00983,1.36688,1.50535,1.61273,1.75208,2.33365
458,2012,44,WK_44,6,41,61,25,25,46,46,23,17,9,13,7,32,3,5,39,10,38,14,48,7,32,16,35,9,23,24,9,6,4,3,7,15,5,16,7,25,11,6,2,1,10,4,14,17,8,25,19,14,2,1,3,3,5,3,9,13,13,15,18,50,19,13,11,11,5,5,8,15,13,11,67,15,2,3,9,6,4,4,4,10,13,5,6,67,20,13,44,63,17,9,10,20,59,4,33,32,22,17,6,38,5,8,20,57,63,63,46,2,8,40,5,40,49,8,5,27,11,14,9,11,6,11,45,31,5,52,53,10,0.00126,0.00396,0.01062,1.50535,1.61273,1.75208,2.33365,2.22697
459,2012,45,WK_45,7,44,61,36,27,48,42,26,17,6,11,7,32,4,7,27,12,42,10,41,5,32,15,37,10,26,20,9,6,5,2,7,16,9,15,8,21,10,6,1,2,8,5,13,17,5,31,21,18,1,1,3,4,6,5,6,11,13,15,20,50,19,13,9,10,4,4,6,19,14,12,59,18,2,7,12,7,3,7,3,11,23,7,6,70,20,15,45,64,21,15,10,32,62,9,34,32,22,16,6,42,7,11,24,61,65,67,48,2,15,44,5,37,45,8,5,27,14,17,5,7,5,12,39,31,7,52,64,5,0.00184,0.0047,0.01135,1.61273,1.75208,2.33365,2.22697,2.97657
460,2012,46,WK_46,10,49,67,38,30,54,48,31,20,11,13,9,38,4,7,41,12,49,10,50,13,38,19,39,11,31,30,11,7,4,4,9,17,6,19,9,25,13,7,2,2,12,7,19,20,9,29,19,21,3,1,3,5,7,5,11,13,10,23,22,58,23,14,11,13,9,8,9,23,18,24,63,19,3,5,14,10,5,5,4,11,19,14,10,74,24,22,46,73,27,14,10,36,66,8,45,39,23,15,7,44,7,13,23,64,69,72,53,3,14,50,6,42,42,9,6,39,15,19,9,19,9,16,47,38,14,67,64,13,0.00253,0.00561,0.01245,1.75208,2.33365,2.22697,2.97657,3.62552
461,2012,47,WK_47,8,47,56,36,40,53,52,28,19,13,14,15,41,4,9,35,9,48,11,51,19,41,19,45,7,29,24,10,6,4,10,15,19,9,19,13,23,18,6,3,3,11,6,19,19,5,28,24,17,1,0,3,3,8,4,13,14,20,31,24,56,31,17,15,18,13,12,17,36,21,22,59,19,4,10,12,8,6,10,9,10,15,10,14,70,26,21,42,54,28,17,13,45,62,6,53,47,29,23,6,43,7,13,21,61,67,69,48,3,13,46,5,48,46,8,6,37,17,19,11,10,8,16,42,41,10,58,63,8,0.00435,0.00793,0.01588,2.33365,2.22697,2.97657,3.62552,4.5532
462,2012,48,WK_48,13,61,71,36,38,63,55,36,29,18,18,14,44,5,8,41,17,50,12,51,15,43,20,50,17,36,31,13,7,6,12,14,22,10,20,16,29,17,5,4,4,8,6,23,29,9,34,30,28,2,1,4,5,10,6,18,18,23,30,31,61,26,20,19,17,11,11,15,24,20,24,71,22,5,10,16,13,8,9,6,18,24,21,13,78,25,23,54,70,31,24,20,39,72,6,42,42,34,25,12,49,9,16,29,69,74,74,59,3,23,56,7,47,60,12,7,34,19,24,13,17,11,15,48,47,21,68,75,14,0.00529,0.00876,0.01701,2.22697,2.97657,3.62552,4.5532,6.02598
463,2012,49,WK_49,19,47,66,39,42,63,52,42,31,17,26,18,46,5,13,58,24,60,25,60,31,46,30,54,19,42,39,16,12,6,11,18,29,16,30,22,33,28,11,6,5,9,10,29,31,17,43,34,31,6,3,6,8,11,8,17,26,29,37,33,61,29,33,27,28,15,17,23,39,30,37,74,35,11,23,26,19,11,11,9,22,33,23,19,72,37,34,56,78,36,37,22,41,72,12,56,52,39,32,13,47,13,20,26,67,74,76,58,5,22,57,11,54,54,14,10,39,27,41,15,26,12,24,52,44,23,67,73,25,0.01058,0.0149,0.02456,2.97657,3.62552,4.5532,6.02598,4.96368
464,2012,50,WK_50,22,53,68,44,47,62,56,42,36,19,26,23,55,7,11,58,26,62,25,60,29,55,33,55,22,42,42,14,12,5,12,23,33,19,33,22,38,31,12,6,6,9,11,28,36,15,46,38,29,5,2,6,8,13,11,19,26,37,47,41,68,32,34,30,31,20,18,25,40,28,33,75,32,9,26,33,22,15,16,12,28,32,35,22,77,40,36,56,72,38,27,21,42,72,17,51,48,45,34,13,47,13,23,28,67,74,75,59,5,26,60,11,47,55,15,10,48,27,38,12,14,13,26,43,40,35,64,71,21,0.0143,0.01947,0.03076,3.62552,4.5532,6.02598,4.96368,4.69072
465,2012,51,WK_51,33,52,66,40,56,67,67,48,45,12,32,33,65,9,16,76,27,63,24,62,44,65,38,67,21,48,53,15,14,10,13,33,39,28,38,32,44,41,15,9,8,12,12,34,45,15,42,49,41,4,2,7,9,13,11,12,32,49,67,40,80,46,49,46,41,36,33,40,65,44,50,61,42,13,24,46,33,22,24,23,33,43,50,33,69,46,46,56,68,49,40,31,55,75,17,58,63,50,47,16,57,16,27,31,72,81,82,69,5,32,67,13,48,65,16,12,41,34,49,21,20,17,33,56,55,50,72,74,24,0.02084,0.02639,0.03954,4.5532,6.02598,4.96368,4.69072,4.70473
466,2012,52,WK_52,38,67,66,39,83,92,90,66,64,33,41,45,92,13,25,100,33,78,25,87,58,92,49,100,33,66,64,21,13,9,21,45,50,36,49,41,51,52,16,12,10,23,19,50,64,27,84,77,54,4,2,8,9,17,9,33,41,64,99,52,100,55,61,57,52,47,46,52,90,55,68,60,51,18,37,53,38,36,26,30,43,56,60,45,69,73,73,63,65,66,68,48,59,88,17,100,91,74,55,22,70,15,29,33,83,84,83,95,6,46,88,14,68,75,18,15,50,44,61,31,38,20,37,65,58,60,87,86,37,0.02961,0.03614,0.05168,6.02598,4.96368,4.69072,4.70473,4.1646
467,2013,1,WK_1,43,86,79,53,84,100,100,78,69,36,57,42,78,13,19,94,35,76,31,93,54,78,48,83,43,78,64,26,12,16,15,42,60,40,48,46,50,54,13,11,10,37,26,49,69,32,84,85,59,9,4,10,10,18,17,36,57,65,88,74,80,53,63,66,54,42,41,50,77,61,62,61,50,18,35,54,43,33,35,30,59,50,70,41,83,64,64,67,71,64,63,50,94,99,20,90,92,84,70,26,79,19,31,44,99,81,81,100,7,59,100,16,58,84,22,17,44,49,64,36,46,23,48,74,63,70,100,95,28,0.02303,0.02778,0.04106,4.96368,4.69072,4.70473,4.1646,3.69533
468,2013,2,WK_2,63,72,88,52,63,88,71,100,100,64,100,60,62,16,33,86,70,93,83,89,75,63,70,83,100,100,84,70,51,42,30,59,93,64,70,100,100,100,48,20,18,73,37,77,100,38,100,100,92,31,9,22,22,31,22,64,100,100,98,100,84,58,100,92,100,52,56,79,90,82,94,86,100,31,42,100,63,37,56,42,100,57,85,56,88,100,94,82,85,100,100,83,57,98,31,74,67,100,100,41,68,44,80,40,90,79,79,92,15,98,91,38,65,85,45,40,55,73,100,58,93,35,63,71,68,85,88,91,87,0.02291,0.02718,0.03995,4.69072,4.70473,4.1646,3.69533,3.2363
469,2013,3,WK_3,52,70,91,57,57,73,56,86,98,64,90,61,60,16,29,74,74,83,100,68,71,60,79,73,97,86,81,48,52,31,29,61,91,71,79,97,98,89,52,19,17,39,38,67,98,43,90,97,91,18,5,21,20,30,19,64,90,82,100,97,80,57,100,100,89,57,56,79,95,76,100,86,88,25,50,87,52,31,41,37,83,70,63,57,90,88,100,79,92,99,86,65,52,84,32,83,75,96,89,39,63,54,100,34,79,72,74,63,16,89,76,43,56,62,38,35,55,66,97,52,74,34,66,69,58,63,83,72,89,0.02258,0.02704,0.04097,4.70473,4.1646,3.69533,3.2363,2.89421
470,2013,4,WK_4,37,53,88,52,65,70,64,72,70,45,63,47,63,12,24,63,48,80,64,74,50,63,63,83,52,73,73,28,28,17,23,47,71,47,63,59,72,61,32,13,12,34,31,55,70,30,88,82,66,10,3,13,14,21,16,45,63,67,84,68,83,49,79,76,61,44,45,56,91,67,77,92,72,22,33,61,37,32,39,33,53,45,56,43,94,72,77,77,88,77,68,54,59,83,24,76,64,77,69,28,59,32,60,33,83,78,79,65,11,59,70,32,60,63,27,22,49,54,92,44,56,19,45,66,52,56,78,72,64,0.02012,0.02467,0.03711,4.1646,3.69533,3.2363,2.89421,2.71742
471,2013,5,WK_5,33,72,87,50,60,69,60,61,57,34,43,36,62,8,17,69,39,100,38,75,32,62,47,81,45,61,62,20,19,16,15,36,58,38,47,29,60,46,24,10,9,28,13,40,57,24,57,58,56,5,2,10,10,18,13,34,43,51,70,52,80,44,61,60,46,33,28,42,70,47,62,85,54,17,26,51,33,26,26,21,41,38,52,34,89,48,50,73,92,62,44,40,43,84,14,67,67,56,49,28,55,23,41,35,81,79,81,66,8,49,69,22,62,63,20,16,46,40,59,28,36,19,39,55,52,52,75,100,59,0.0151,0.01962,0.03165,3.69533,3.2363,2.89421,2.71742,2.52297
472,2013,6,WK_6,25,62,79,33,49,64,53,51,53,17,37,25,65,7,13,56,27,73,28,58,27,65,38,62,26,51,45,14,12,11,9,25,45,24,38,28,52,35,13,7,6,28,16,31,53,21,46,49,34,5,1,7,8,13,6,17,37,38,51,50,75,35,51,52,35,23,20,31,49,34,44,76,37,12,16,47,25,14,27,20,30,33,29,23,92,48,49,66,80,55,32,23,49,75,13,63,65,53,50,21,51,17,28,34,82,79,83,57,7,38,62,21,53,60,15,12,42,31,48,23,33,15,21,46,45,29,71,75,45,0.01134,0.01565,0.02631,3.2363,2.89421,2.71742,2.52297,2.55227
473,2013,7,WK_7,20,55,69,38,51,62,55,39,34,22,25,20,56,6,13,58,26,61,19,50,21,56,29,49,21,39,39,11,8,11,9,20,37,22,29,22,34,30,10,5,4,19,9,26,34,19,51,38,26,3,1,5,7,11,8,22,25,34,45,40,70,32,43,45,30,18,18,24,41,28,39,80,29,8,14,32,20,13,23,17,26,33,24,20,84,37,31,56,75,42,32,22,37,72,13,62,56,34,21,15,48,13,22,32,82,80,81,53,5,30,58,16,58,59,11,10,41,25,37,19,27,12,27,49,42,24,69,66,35,0.00931,0.01337,0.02347,2.89421,2.71742,2.52297,2.55227,2.43225
