"Week","a.influenza","acute.bronchitis","body.temperature","braun.thermoscan","break.a.fever","bronchitis","chest.cold","cold.and.flu","cold.or.flu","cold.versus.flu","cold.vs.flu","contagious.flu","cough.fever","cure.flu","cure.the.flu","dangerous.fever","do.i.have.the.flu","ear.thermometer","early.flu.symptoms","expectorant","exposed.to.flu","fever.cough","fever.flu","fever.reducer","fight.the.flu","flu.and.cold","flu.and.fever","flu.care","flu.children","flu.complications","flu.contagious.period","flu.contagious","flu.cough","flu.duration","flu.fever","flu.germs","flu.headache","flu.how.long","flu.in.children","flu.incubation.period","flu.incubation","flu.lasts","flu.length","flu.medicine","flu.or.cold","flu.recovery","flu.relief","flu.remedies","flu.remedy","flu.report","flu.reports","flu.symptoms","flu.test","flu.treatment","flu.treatments","flu.versus.cold","flu.vs.cold","get.over.the.flu","get.rid.of.the.flu","having.the.flu","high.fever","how.long.contagious","how.long.does.flu.last","how.long.does.the.flu.last","how.long.flu","how.long.is.flu.contagious","how.long.is.the.flu.contagious","how.long.is.the.flu","how.to.get.rid.of.the.flu","how.to.treat.flu","how.to.treat.the.flu","human.temperature","i.have.the.flu","incubation.period.for.flu","incubation.period.for.the.flu","influenza.a.and.b","influenza.a","influenza.contagious","influenza.incubation.period","influenza.incubation","influenza.symptoms","influenza.treatment","influenza.type.a","is.flu.contagious","low.body","medicine.for.flu","medicine.for.the.flu","normal.body.temperature","normal.body","oscillococcinum","over.the.counter.flu.medicine","over.the.counter.flu","painful.cough","pneumonia","rapid.flu","reduce.a.fever","reduce.fever","remedies.for.flu","remedies.for.the.flu","respiratory.flu","robitussin","signs.of.flu","signs.of.the.flu","sinus.infections","sinus","strep.throat","strep","symptoms.of.bronchitis","symptoms.of.flu","symptoms.of.influenza","symptoms.of.pneumonia","symptoms.of.the.flu","taking.temperature","tessalon","the.flu.virus","the.flu","thermoscan","treat.flu","treat.the.flu","treating.flu","treating.the.flu","treatment.for.flu","treatment.for.the.flu","tussin","tussionex","type.a.influenza","upper.respiratory","walking.pneumonia","what.to.do.if.you.have.the.flu"
"2010-01-30",7,37,58,59,15,39,31,16,17,8,14,5,27,2,4,27,7,55,6,43,5,28,14,15,5,16,16,6,7,5,4,5,15,12,14,8,17,7,8,3,3,12,5,9,17,5,23,16,15,1,1,4,2,7,7,8,14,10,9,9,35,15,7,8,7,3,3,5,9,8,11,65,8,2,5,4,7,2,6,5,9,13,9,4,70,10,10,44,57,27,5,11,20,52,7,24,20,17,9,9,36,4,3,81,65,52,54,40,4,4,37,4,42,31,5,3,43,10,12,7,13,7,12,32,49,9,37,51,7
"2010-02-06",8,35,58,50,10,41,37,19,14,14,18,7,26,2,5,23,7,40,4,41,6,26,10,14,7,19,12,6,6,8,10,7,11,10,10,8,12,6,8,3,2,13,3,8,14,12,9,13,13,2,2,3,3,7,8,14,18,6,14,8,36,15,7,4,6,4,2,5,11,10,7,70,11,2,3,10,8,2,4,2,10,28,6,5,75,17,19,45,60,29,12,10,15,61,9,32,19,13,11,3,43,5,5,81,68,54,58,38,3,19,40,4,36,30,6,3,48,11,7,8,16,7,13,43,54,6,36,51,9
"2010-02-13",6,40,57,29,12,43,32,20,15,16,19,6,21,3,5,24,6,42,8,50,4,21,12,14,6,21,17,5,7,4,9,6,15,20,12,6,18,7,7,3,2,10,5,11,15,9,18,16,10,2,1,3,2,7,7,16,19,10,11,13,38,17,8,4,7,3,2,4,14,15,13,55,7,2,6,10,6,2,3,5,8,8,9,3,69,14,15,41,61,21,5,7,22,57,6,21,23,10,13,6,39,4,6,91,67,56,58,42,3,13,44,4,28,36,6,3,31,11,10,10,9,4,10,37,63,9,46,53,10
"2010-02-20",6,49,56,50,13,44,40,16,10,8,16,7,23,3,4,25,5,58,6,53,7,23,12,15,10,16,17,6,5,6,16,7,9,11,12,12,17,7,7,2,2,8,7,10,10,8,28,15,15,1,2,3,3,7,8,8,16,15,8,10,35,17,9,7,7,4,3,5,11,7,10,60,7,2,3,4,6,2,3,4,6,9,13,5,77,8,10,38,60,22,13,7,23,60,4,26,19,15,9,11,42,5,4,100,73,56,59,50,3,5,38,4,29,34,7,3,36,7,13,16,19,8,19,42,52,13,45,53,11
"2010-02-27",7,42,57,50,10,48,38,17,15,9,14,5,21,2,5,28,7,39,4,57,6,21,11,12,14,17,22,5,5,5,7,5,13,10,11,4,14,6,5,3,2,13,8,10,15,10,18,12,9,3,1,3,2,5,6,9,14,13,11,9,37,16,9,4,6,2,2,3,8,7,5,52,8,3,3,9,7,2,3,10,8,19,10,3,70,13,14,41,58,21,14,9,15,59,13,19,22,12,6,4,36,5,4,91,72,60,62,48,3,8,42,4,32,40,6,3,43,6,3,7,6,6,15,40,47,10,46,52,7
"2010-03-06",10,40,56,53,17,44,30,15,12,22,17,6,22,2,4,23,6,57,8,47,7,22,11,9,8,15,19,5,5,2,5,6,10,13,11,8,12,6,7,2,2,15,5,6,12,9,14,14,13,3,1,3,2,6,7,22,17,11,7,10,40,17,6,3,6,3,3,6,9,8,7,50,7,1,9,12,10,2,6,5,7,20,11,4,67,8,10,44,61,18,5,7,30,59,8,19,18,14,13,8,38,4,4,83,68,59,61,32,3,5,33,3,26,35,8,3,44,9,10,6,6,4,15,37,52,11,48,54,7
"2010-03-13",9,44,56,39,9,42,30,16,15,9,12,4,21,2,3,23,6,46,6,40,6,21,10,15,8,16,16,4,4,4,6,4,12,8,10,6,10,5,6,2,2,8,4,7,15,3,16,14,10,2,1,2,2,6,6,9,12,12,15,10,38,17,6,4,5,3,2,4,12,7,6,54,10,3,5,8,9,2,6,4,8,12,7,4,75,10,10,40,56,16,8,7,25,54,3,24,17,14,8,3,35,4,7,93,71,61,66,39,2,13,36,3,34,36,5,3,36,5,11,14,16,5,10,37,53,7,46,52,7
"2010-03-20",7,34,51,23,14,40,28,13,7,9,12,5,21,2,2,17,6,31,6,36,9,21,10,9,8,13,13,4,4,3,3,5,7,9,10,6,11,5,6,2,2,8,7,6,7,9,11,12,8,2,1,2,2,5,7,9,12,9,6,11,37,16,5,2,5,3,1,3,7,8,3,54,7,2,3,4,7,2,3,5,8,16,8,3,61,9,8,36,54,20,10,2,21,52,3,18,16,12,12,5,36,3,5,89,67,61,64,38,2,8,33,3,25,38,5,2,36,7,8,5,13,8,9,36,52,8,38,43,12
"2010-03-27",10,32,50,19,14,40,29,11,9,6,9,4,19,2,3,28,6,44,6,46,3,19,7,15,10,11,14,5,3,2,8,4,8,10,7,8,12,5,3,1,1,16,3,6,9,6,15,11,12,2,1,2,2,4,2,6,9,4,6,11,36,14,5,3,5,2,1,2,4,6,8,52,7,1,4,8,10,4,5,2,7,13,7,3,64,5,8,34,50,16,7,6,13,50,4,21,19,17,9,3,32,3,2,84,67,58,62,38,2,9,32,2,33,36,5,2,18,5,6,11,15,5,10,44,52,7,46,47,7
"2010-04-03",8,38,49,26,10,37,25,11,11,13,9,3,18,2,2,31,4,37,3,41,4,18,9,15,10,11,8,2,3,4,5,3,8,9,9,4,6,4,4,2,1,16,3,6,11,3,21,7,9,1,1,2,1,4,9,13,9,8,5,11,36,15,4,3,4,2,1,2,9,10,4,55,6,1,5,10,8,2,7,4,7,6,4,3,66,6,12,39,51,11,10,4,10,49,3,27,23,6,7,6,33,2,4,77,61,54,58,44,2,9,29,2,34,31,4,2,37,6,4,7,7,3,11,32,46,4,38,49,7
"2010-04-10",9,34,48,34,12,33,27,7,6,6,10,3,16,1,2,12,2,27,8,38,7,16,9,12,4,7,12,3,3,6,7,3,10,4,9,4,11,4,4,1,1,8,3,3,6,6,6,9,11,1,1,2,1,5,5,6,10,9,7,7,33,13,4,3,4,2,2,1,7,8,10,59,3,1,3,12,9,2,3,2,6,19,10,3,59,4,4,32,55,11,7,5,13,43,7,9,17,6,7,5,30,2,3,69,59,52,57,31,1,11,27,2,29,35,5,2,29,5,10,4,7,4,9,33,45,10,40,43,7
"2010-04-17",8,31,47,18,9,32,22,8,4,10,7,3,14,2,2,22,2,27,2,32,4,14,6,9,5,8,12,2,2,3,4,3,8,6,6,6,4,4,4,1,1,8,5,4,4,8,11,7,10,1,2,1,1,3,6,10,7,5,11,10,35,12,4,4,4,1,2,3,14,6,5,56,3,1,6,4,8,6,3,2,7,15,2,3,60,5,6,33,48,10,9,4,7,42,3,15,16,7,9,5,29,1,2,66,57,52,57,29,1,11,26,2,24,28,5,2,21,4,3,3,6,3,13,30,39,2,39,32,7
"2010-04-24",10,28,52,22,9,30,19,8,7,6,8,2,16,2,2,22,3,36,7,35,3,17,8,8,3,8,12,3,2,3,4,2,4,8,8,6,9,3,2,1,1,8,3,3,7,4,5,6,6,1,1,1,1,3,3,6,8,4,5,6,36,12,2,1,3,2,3,3,6,6,11,62,5,1,6,6,10,2,3,2,5,14,6,3,75,2,11,35,53,9,5,4,17,42,5,27,13,7,4,5,30,3,3,62,55,51,57,28,1,10,21,2,31,30,4,2,27,4,8,5,6,5,20,30,31,6,34,36,7
"2010-05-01",7,27,50,29,11,32,20,8,8,6,10,2,16,2,2,23,5,36,6,34,3,16,6,24,7,8,8,2,2,4,2,2,5,3,6,6,8,3,3,1,0,8,3,4,8,3,8,5,4,1,1,1,1,3,6,6,10,8,6,6,40,12,4,2,3,1,2,3,5,5,6,66,6,1,3,4,7,4,3,2,7,12,2,2,58,3,4,34,56,11,7,4,15,40,4,23,23,4,5,2,29,2,4,59,56,53,58,25,1,10,22,1,25,27,4,2,35,5,6,6,7,3,10,22,38,2,33,30,7
"2010-05-08",8,29,47,25,13,29,16,7,3,6,3,2,16,1,2,20,5,38,3,34,4,16,7,25,5,7,16,4,2,3,7,2,5,4,7,6,9,3,3,1,1,16,3,3,3,3,7,6,7,1,1,1,2,4,5,6,3,6,6,5,38,13,3,3,3,1,1,2,6,8,8,46,6,1,3,4,8,2,3,3,7,15,4,2,62,5,6,31,48,5,10,3,23,41,7,18,22,2,5,6,24,1,1,63,54,52,57,31,1,17,18,1,24,23,5,2,20,6,5,4,7,3,5,35,39,4,33,34,7
"2010-05-15",6,23,45,13,8,28,22,7,8,6,5,2,13,1,2,22,3,29,5,34,5,12,5,12,4,7,7,2,2,2,3,2,4,6,5,7,5,2,2,0,1,8,3,4,8,3,8,8,5,2,1,1,1,3,3,6,5,4,6,5,41,12,2,2,2,2,2,2,8,3,7,45,6,1,7,4,6,2,3,3,6,10,8,1,59,4,4,28,48,15,7,5,13,38,5,35,19,7,7,2,27,1,2,64,54,53,59,30,1,8,20,2,39,20,4,1,13,4,5,8,7,3,13,34,38,8,27,32,7
"2010-05-22",6,37,42,36,17,29,22,7,5,9,5,1,16,1,3,19,5,31,3,31,3,16,6,18,4,7,13,3,2,3,2,1,4,3,6,4,7,2,2,1,1,16,5,4,5,3,11,6,6,1,1,1,1,4,4,9,5,4,7,5,41,12,3,2,2,1,1,2,9,3,3,45,3,1,5,4,6,2,3,4,5,17,3,1,61,3,6,31,44,11,10,4,18,39,5,18,20,8,5,4,26,2,3,67,52,55,60,25,1,6,22,2,26,29,3,2,32,3,7,5,7,3,11,32,37,3,26,34,7
"2010-05-29",6,25,41,15,13,27,16,6,9,11,3,1,14,1,1,27,3,17,5,36,3,14,6,15,4,6,7,2,1,4,2,1,5,3,6,6,8,2,2,1,0,8,4,5,9,4,6,6,4,1,1,1,1,2,2,11,3,4,5,6,35,12,2,1,2,1,1,1,5,5,5,47,4,1,3,11,6,2,3,5,3,8,4,2,54,4,4,25,41,8,5,3,28,36,3,22,16,6,5,2,23,2,2,58,49,50,53,25,1,4,20,2,34,28,2,1,21,3,4,3,7,3,6,26,31,4,30,30,8
"2010-06-05",4,25,40,30,8,24,22,8,4,14,2,2,19,1,1,17,3,30,4,25,3,19,7,14,4,8,9,1,2,6,4,2,4,7,7,9,6,3,2,0,1,8,3,3,4,4,6,4,4,1,1,1,1,3,4,14,2,4,5,6,41,12,3,2,3,2,1,2,7,8,5,52,3,1,5,4,4,2,7,3,4,11,5,1,46,3,4,33,40,9,8,4,8,35,3,16,24,4,7,4,21,2,2,56,46,46,52,21,1,7,18,1,36,19,2,1,38,4,4,7,14,4,6,32,31,5,34,30,8
"2010-06-12",5,17,40,26,10,22,13,5,3,7,2,1,17,1,3,19,2,27,4,30,4,17,7,9,4,5,11,2,1,4,2,1,4,4,7,4,7,2,2,1,1,8,3,5,3,5,12,5,5,1,1,1,1,3,2,7,2,4,6,3,41,12,3,3,2,1,1,2,8,3,3,32,3,1,3,4,5,2,3,3,4,5,3,1,57,5,4,30,39,7,8,9,24,33,3,9,19,6,5,5,21,2,2,47,46,46,49,19,1,6,19,1,35,23,2,1,28,4,3,8,7,2,11,23,23,3,28,27,8
"2010-06-19",3,19,37,27,12,20,20,6,4,7,3,1,12,1,3,17,2,33,4,25,5,12,6,17,4,6,13,1,1,4,2,1,4,3,6,8,7,2,2,0,0,17,3,5,4,4,15,6,5,2,1,1,1,3,2,7,3,8,3,3,38,12,2,1,2,1,1,1,7,3,4,41,4,1,3,4,3,2,3,3,3,9,3,1,52,4,6,26,37,9,15,3,8,31,3,21,22,5,7,2,21,1,2,54,45,41,44,18,1,2,13,1,26,22,1,1,34,2,5,3,7,2,14,16,23,3,27,29,0
"2010-06-26",4,16,40,25,8,21,17,5,5,10,3,1,15,1,1,30,2,30,3,22,6,15,5,18,4,5,6,2,1,6,4,1,5,5,5,4,5,2,2,1,0,8,3,3,5,5,12,6,7,1,1,1,1,2,2,10,3,4,3,8,43,11,2,2,2,1,1,1,7,4,5,37,2,1,3,4,4,2,3,3,3,9,4,1,54,4,4,30,43,6,5,2,12,31,3,17,18,4,10,2,21,2,2,44,43,39,45,19,1,2,14,1,32,19,2,1,20,3,5,4,6,2,6,15,32,4,27,28,0
"2010-07-03",3,25,36,19,8,21,23,5,3,7,2,1,13,1,1,12,3,27,6,27,6,13,6,10,5,5,8,2,1,2,4,1,5,4,6,4,5,2,1,0,0,8,3,3,3,5,9,7,9,1,1,1,1,2,2,7,2,6,3,4,38,13,2,1,2,3,2,3,3,4,7,28,4,1,3,4,3,2,3,2,3,6,3,1,50,5,4,24,40,8,5,2,13,29,4,13,12,7,5,2,19,1,1,43,41,39,45,15,1,4,13,1,26,20,2,1,23,2,3,4,6,4,5,16,27,3,28,22,0
"2010-07-10",3,22,45,12,10,19,15,5,1,6,4,2,13,1,1,23,2,26,4,21,6,13,6,23,5,5,8,1,1,3,2,2,4,4,6,8,5,1,2,0,0,8,2,1,1,3,5,6,6,0,1,1,1,2,2,6,4,11,4,4,45,12,2,1,1,1,1,1,5,2,6,45,3,1,3,8,3,2,5,2,2,5,2,2,52,3,5,27,39,9,7,2,11,31,3,15,20,5,9,3,20,1,1,38,41,40,45,19,1,4,13,1,20,23,2,1,12,3,3,3,6,1,5,17,26,2,26,26,0
"2010-07-17",3,19,40,25,13,19,14,5,5,6,4,1,12,1,1,17,3,25,4,23,5,12,6,18,5,5,7,1,1,2,2,1,6,2,6,7,4,2,1,0,0,7,2,2,5,5,9,4,6,1,1,1,1,2,2,6,4,3,3,2,37,12,2,1,2,1,1,1,7,3,4,42,2,1,3,4,3,2,6,2,3,8,3,1,49,4,5,30,45,9,9,2,9,30,2,29,18,4,4,3,17,1,2,30,40,39,45,19,1,7,13,1,33,23,1,1,24,2,4,5,6,1,5,17,25,3,26,24,0
"2010-07-24",3,25,41,19,9,18,14,3,3,6,1,1,12,1,1,24,4,24,2,26,5,12,5,12,3,3,9,1,2,2,2,1,5,2,5,7,8,2,2,0,0,7,2,4,3,4,13,4,2,1,1,1,1,2,2,6,1,3,7,3,41,12,2,1,2,1,1,1,5,6,4,39,3,1,3,4,3,3,3,2,2,9,3,2,51,5,5,31,44,5,7,2,12,30,2,22,15,5,6,3,19,1,1,12,41,37,46,16,1,2,16,1,22,19,2,1,19,4,3,4,6,3,5,16,25,3,21,23,0
"2010-07-31",3,18,40,11,10,18,17,4,3,6,2,2,12,1,2,18,3,25,3,27,3,12,4,12,3,4,6,2,1,3,5,2,5,2,4,4,7,2,2,0,0,7,2,4,3,3,5,4,4,1,1,1,1,2,2,6,2,3,5,4,41,10,2,3,2,1,2,1,4,3,3,41,3,1,3,4,3,4,3,2,3,6,2,1,56,4,7,30,42,10,4,2,7,31,2,21,19,6,4,5,16,2,3,17,41,37,43,17,1,4,14,1,35,20,2,1,17,3,4,5,6,1,5,27,24,2,26,24,7
"2010-08-07",2,18,37,11,13,18,19,5,4,6,1,2,10,1,2,17,6,34,5,25,3,10,5,27,5,5,7,2,1,3,2,2,4,4,5,4,5,2,1,0,0,7,2,4,4,5,5,4,3,0,1,1,1,3,4,6,1,7,4,4,38,11,2,2,2,1,2,3,6,5,6,38,4,1,3,4,2,3,3,2,2,6,5,1,56,5,7,28,39,7,4,4,9,30,2,22,17,7,6,2,18,1,2,14,40,35,42,15,1,4,15,1,27,15,2,1,11,2,4,4,6,2,5,34,25,5,25,25,7
"2010-08-14",3,25,42,30,13,19,21,5,4,6,4,1,13,2,2,11,3,22,6,27,4,13,6,17,6,5,9,3,2,2,4,1,5,6,6,4,7,2,2,0,0,7,2,3,4,7,10,4,5,1,1,1,2,2,4,6,4,3,4,5,38,11,2,1,2,1,1,2,9,4,6,39,5,1,3,5,3,2,3,2,3,6,4,1,50,4,7,34,42,10,4,2,9,29,5,25,18,4,8,4,20,1,1,16,42,36,42,15,1,4,12,2,24,13,2,1,28,2,2,2,6,2,9,17,28,4,26,25,6
"2010-08-21",3,19,41,17,11,19,17,6,4,6,3,1,13,1,2,19,4,22,2,28,5,13,5,15,3,6,8,2,1,2,2,1,5,4,5,4,8,2,1,0,0,7,4,4,4,5,12,4,10,1,2,1,1,3,3,6,3,7,6,7,38,11,3,2,2,1,1,1,4,3,4,37,4,1,3,4,3,2,3,2,4,8,2,1,51,3,4,31,40,6,4,3,16,29,2,11,15,8,6,2,22,2,2,15,43,37,41,15,1,3,14,1,32,19,1,1,15,2,4,2,6,3,5,26,33,2,27,30,6
"2010-08-28",3,21,44,29,6,19,25,7,3,5,4,1,15,1,2,23,3,40,5,26,3,15,6,16,3,7,10,4,1,2,2,1,4,6,6,3,6,3,2,0,0,7,5,4,3,6,5,7,6,1,1,1,1,3,3,5,4,8,5,5,35,10,4,4,3,1,1,3,3,5,11,41,3,1,3,4,3,2,4,2,4,9,2,1,45,4,4,33,48,11,4,4,17,31,2,23,19,10,6,3,21,2,3,20,47,39,46,19,1,6,13,1,32,27,1,1,27,3,5,3,6,3,8,26,25,2,29,29,6
"2010-09-04",3,24,43,22,15,23,21,10,6,11,4,2,13,2,2,19,2,32,5,26,4,13,8,20,6,10,10,4,1,3,4,2,5,5,8,5,5,4,1,0,0,10,6,5,6,3,12,4,6,2,1,1,1,3,4,11,4,6,4,7,39,11,5,2,4,1,2,3,8,3,7,42,3,1,3,3,3,2,5,2,3,16,2,1,45,6,5,34,49,9,4,3,11,33,2,14,18,4,4,2,21,2,3,18,48,43,48,21,1,4,16,1,25,18,2,2,26,4,7,5,6,3,12,25,27,2,34,27,6
"2010-09-11",4,25,50,20,11,26,26,10,7,6,6,2,14,1,2,21,2,25,6,35,6,14,7,17,5,10,10,7,3,3,6,2,5,5,7,6,10,4,2,0,0,7,4,6,7,3,15,6,6,2,1,1,2,2,6,5,6,3,7,3,41,10,6,4,4,1,2,5,13,3,6,60,3,1,3,4,4,2,6,3,3,12,2,2,56,5,7,43,54,13,4,5,20,35,2,37,20,8,5,2,27,2,3,19,50,42,46,18,1,4,19,2,34,28,3,3,18,4,3,2,8,3,5,27,33,2,27,31,8
"2010-09-18",4,21,54,25,20,29,23,13,8,11,8,3,16,2,4,20,5,29,6,38,9,16,9,24,6,13,13,8,3,4,3,3,10,8,9,7,8,7,3,1,1,13,5,8,8,7,17,10,6,2,1,1,2,3,3,11,8,8,13,10,38,14,7,4,7,2,2,6,9,5,6,61,8,2,3,5,4,2,4,2,5,12,4,3,53,9,7,45,58,16,8,7,21,42,7,25,16,9,12,3,31,3,3,21,54,46,50,32,1,5,23,2,27,24,2,3,21,5,4,5,11,3,9,27,34,4,34,36,12
"2010-09-25",5,33,55,25,20,32,28,17,11,7,7,3,17,2,4,29,5,39,6,41,4,17,10,24,7,17,9,9,5,4,5,3,10,7,10,8,12,7,3,1,1,9,6,6,11,6,12,9,10,2,2,2,2,4,4,7,7,5,8,10,41,13,8,5,7,1,2,6,8,7,3,71,10,1,3,6,5,2,3,2,6,10,5,2,53,10,3,44,60,17,5,5,15,44,3,31,24,7,10,2,31,4,6,20,58,48,53,32,1,8,20,2,37,31,3,3,24,6,3,9,11,4,11,35,30,5,40,35,6
"2010-10-02",5,27,55,12,19,33,25,17,13,14,9,4,14,3,5,18,7,38,8,40,5,14,10,19,12,17,12,10,5,6,6,4,9,8,10,10,11,8,4,1,1,9,7,9,13,8,17,9,9,3,2,2,2,5,2,14,9,3,9,9,37,13,7,5,8,2,2,5,9,7,8,61,9,1,3,7,5,2,3,2,5,14,3,2,55,9,11,45,59,21,6,5,13,45,4,23,15,8,13,5,30,3,5,22,55,48,51,35,1,6,23,2,38,34,4,4,20,6,7,4,5,5,9,34,43,3,30,40,15
"2010-10-09",6,34,54,21,9,33,37,17,7,8,8,4,16,2,5,18,4,40,6,40,2,16,12,16,6,17,17,11,6,6,4,4,11,10,12,13,13,7,5,1,1,10,5,11,7,9,17,12,10,2,2,2,3,5,5,8,8,8,10,14,38,13,8,4,7,2,3,6,9,7,6,67,12,2,4,8,6,3,5,4,7,21,2,4,60,9,3,38,50,31,9,7,9,47,3,13,21,10,8,6,32,5,4,20,56,49,52,32,2,9,24,3,28,28,4,5,21,8,10,11,6,4,7,39,47,2,38,41,24
"2010-10-16",5,41,48,14,15,36,31,13,13,9,11,4,18,2,3,15,6,31,6,40,3,18,12,21,13,13,17,11,7,8,2,4,11,4,12,9,13,7,5,1,1,10,4,11,13,8,14,12,8,2,2,2,3,3,2,9,11,12,9,16,30,12,8,4,7,2,3,5,7,5,5,59,11,1,3,3,5,2,5,4,5,11,3,4,57,10,14,33,54,30,9,6,11,49,7,24,17,12,10,4,33,4,5,19,55,49,53,32,2,7,27,3,34,33,4,5,33,4,7,7,13,4,7,28,42,3,43,41,9
"2010-10-23",5,40,52,34,13,39,31,18,18,18,10,5,17,3,3,21,8,37,7,54,6,17,12,14,6,18,15,10,5,7,3,5,9,7,12,7,16,8,4,1,1,9,6,12,18,3,11,11,17,1,2,2,3,4,4,18,10,20,14,6,36,15,8,6,8,2,3,6,14,7,5,62,12,1,12,3,5,2,4,2,8,15,3,4,56,11,5,41,59,33,5,9,17,50,4,17,18,10,7,4,41,4,6,20,56,52,56,35,2,8,28,4,28,30,6,5,31,6,7,6,5,4,8,44,39,3,41,47,8
"2010-10-30",7,34,49,27,16,37,32,19,15,18,13,5,14,2,3,25,7,35,6,39,5,14,10,22,6,19,15,9,6,7,4,5,14,7,10,7,18,6,5,1,1,13,2,8,15,8,22,12,11,2,2,2,3,3,7,18,13,8,9,18,40,13,7,6,6,3,4,5,9,10,7,64,15,1,4,8,7,3,8,10,7,19,5,4,57,12,11,39,56,29,6,7,16,49,7,37,19,14,12,9,39,3,7,20,52,54,59,35,2,8,29,3,40,28,4,4,27,9,6,8,9,4,8,35,39,5,38,51,6
"2010-11-06",6,29,50,25,12,38,29,19,13,10,12,5,15,2,3,20,11,34,6,38,6,15,13,23,7,19,19,11,6,8,2,5,15,5,13,7,18,7,5,1,1,11,6,12,13,9,23,13,13,3,1,2,3,5,4,10,12,13,11,13,39,14,6,4,7,3,4,4,9,11,10,67,16,2,3,9,6,5,4,4,9,15,6,6,57,12,11,39,54,23,6,7,10,50,4,11,18,17,12,5,38,4,6,22,56,57,62,32,2,10,26,3,39,39,4,4,20,10,10,9,10,6,11,30,43,6,38,54,10
"2010-11-13",7,37,51,22,14,38,34,18,15,15,7,5,20,3,5,26,9,37,8,37,7,20,13,26,8,18,14,10,6,4,4,5,12,8,13,13,13,8,4,1,1,6,6,12,15,5,12,15,11,2,1,2,2,5,3,15,7,12,16,12,41,15,8,8,8,3,2,6,12,11,7,62,14,1,5,3,7,2,3,2,5,18,3,4,62,10,12,35,54,37,13,9,14,53,4,24,24,16,9,5,41,4,6,24,60,57,61,33,2,11,32,3,40,32,4,4,24,7,10,9,8,5,14,35,41,3,44,52,9
"2010-11-20",8,32,56,28,13,41,32,19,19,5,10,5,16,3,6,21,10,30,6,38,6,17,12,26,15,19,17,8,6,4,5,5,14,5,12,9,16,8,6,1,1,13,5,13,19,4,12,17,9,2,2,2,2,5,5,5,10,13,9,12,44,16,9,6,8,3,3,5,8,13,10,61,12,1,4,8,8,3,4,4,8,25,7,4,64,11,9,34,51,26,13,10,14,53,6,21,28,15,10,4,47,4,6,26,59,64,64,37,2,12,34,5,36,36,6,4,20,10,12,10,10,6,8,45,42,7,43,58,9
"2010-11-27",4,32,43,35,17,37,34,17,16,6,6,7,16,3,5,17,9,39,6,50,6,16,11,25,11,17,12,5,5,4,5,7,9,9,11,12,14,8,5,2,2,7,5,11,16,7,18,14,16,1,1,2,2,5,8,5,6,10,18,15,38,18,8,7,8,5,3,6,18,12,9,44,11,2,5,5,4,3,5,5,6,17,5,6,50,16,16,32,44,29,14,11,27,47,5,20,17,13,12,6,51,4,4,21,53,59,61,41,2,8,29,4,40,31,5,4,30,9,10,6,6,6,5,42,47,5,39,45,10
"2010-12-04",7,33,56,23,16,43,41,20,17,15,14,7,22,3,6,31,6,41,8,51,8,22,12,25,11,20,19,7,6,5,7,7,11,9,12,6,18,9,5,2,2,16,7,12,18,6,27,20,20,2,1,2,2,6,6,15,14,13,18,9,41,18,7,7,9,6,5,7,17,15,13,58,11,2,3,6,7,3,7,3,9,21,4,6,59,13,11,40,59,39,11,11,14,59,5,41,25,20,8,4,50,5,8,26,62,63,65,41,2,15,35,4,29,32,6,4,33,13,15,5,10,6,12,41,52,4,42,58,11
"2010-12-11",8,35,57,28,13,41,37,24,10,5,11,7,21,3,8,31,8,39,8,51,8,21,14,27,16,24,16,6,5,5,8,7,12,9,14,12,10,8,6,1,1,6,5,13,10,4,24,19,18,2,2,2,3,6,5,5,11,12,17,15,38,15,9,6,8,6,5,8,13,16,18,53,11,2,7,6,8,4,5,6,9,11,8,6,57,18,11,37,56,41,9,11,16,55,3,25,22,17,17,4,58,4,6,27,61,65,65,37,2,15,35,5,38,36,6,4,31,11,14,10,17,6,14,38,46,8,45,53,6
"2010-12-18",8,23,51,26,20,41,36,22,18,5,16,8,23,4,8,27,10,42,5,56,9,23,16,31,9,22,21,5,5,4,8,8,16,11,16,8,17,10,7,2,2,13,5,15,18,9,15,18,14,3,1,2,3,6,7,5,16,22,16,16,39,18,14,10,10,8,5,9,15,13,16,58,12,2,8,5,8,5,5,5,8,19,12,7,51,15,9,37,53,41,10,10,14,53,6,32,30,20,23,7,63,5,8,22,59,64,65,44,2,6,39,5,38,48,5,4,31,12,15,11,12,7,19,41,41,12,43,61,7
"2010-12-25",10,37,43,61,28,44,47,25,20,13,16,17,29,4,8,31,11,40,5,52,12,29,18,42,15,25,29,5,6,3,15,17,20,12,18,18,20,16,6,3,3,12,6,17,20,8,29,28,25,2,2,3,2,8,8,13,16,21,27,22,49,27,16,14,16,14,12,16,27,19,23,43,13,4,12,11,10,8,7,4,9,13,12,15,49,21,22,38,48,48,22,14,30,53,6,45,38,30,18,5,68,5,9,28,61,68,66,46,2,10,34,5,40,33,8,5,43,14,26,15,12,5,11,48,47,12,45,58,9
